Feel free to place comments here.


!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
!!! Warning:  This is a KLT data file.  Do not modify below this line !!!

------------------------------
KLT Feature Table
------------------------------

nFrames = 2, nFeatures = 7000

feature |          frame
        |                   0                   1
--------+-----------------------------------------
    373 | (960.0,279.0)=  920 (958.3,278.2)=    0 
    374 | (744.0,892.0)=  918 ( -1.0, -1.0)=   -3 
    375 | (694.0,255.0)=  916 (690.9,255.4)=    0 
    376 | (956.0,814.0)=  915 ( -1.0, -1.0)=   -5 
    377 | (124.0,641.0)=  913 ( -1.0, -1.0)=   -3 
    378 | (668.0,461.0)=  912 ( -1.0, -1.0)=   -5 
    379 | (178.0,488.0)=  912 ( -1.0, -1.0)=   -5 
    380 | (964.0,193.0)=  910 ( -1.0, -1.0)=   -5 
    381 | (928.0,173.0)=  909 ( -1.0, -1.0)=   -5 
    382 | (125.0,522.0)=  908 ( -1.0, -1.0)=   -5 
    383 | (827.0,978.0)=  904 (821.6,971.5)=    0 
    384 | (110.0,261.0)=  904 ( -1.0, -1.0)=   -5 
    385 | (164.0,453.0)=  903 ( -1.0, -1.0)=   -5 
    386 | (120.0,255.0)=  900 ( -1.0, -1.0)=   -3 
    387 | (718.0,352.0)=  898 ( -1.0, -1.0)=   -5 
    388 | (650.0,258.0)=  893 ( -1.0, -1.0)=   -5 
    389 | (353.0,414.0)=  893 ( -1.0, -1.0)=   -5 
    390 | (843.0,231.0)=  891 ( -1.0, -1.0)=   -5 
    391 | (887.0,645.0)=  891 ( -1.0, -1.0)=   -3 
    392 | (979.0, 69.0)=  890 ( -1.0, -1.0)=   -5 
    393 | (109.0,619.0)=  888 (108.1,617.7)=    0 
    394 | (975.0,904.0)=  886 ( -1.0, -1.0)=   -5 
    395 | (829.0,833.0)=  886 (790.1,829.9)=    0 
    396 | (650.0,531.0)=  886 ( -1.0, -1.0)=   -3 
    397 | (139.0,645.0)=  886 ( -1.0, -1.0)=   -5 
    398 | ( 90.0,317.0)=  885 ( 95.6,323.6)=    0 
    399 | (271.0,173.0)=  884 (241.5,162.3)=    0 
    400 | (804.0,812.0)=  882 ( -1.0, -1.0)=   -5 
    401 | (895.0,997.0)=  881 (885.1,993.1)=    0 
    402 | (803.0,892.0)=  880 ( -1.0, -1.0)=   -5 
    403 | (744.0,962.0)=  880 ( -1.0, -1.0)=   -5 
    404 | (824.0,796.0)=  880 (833.1,797.0)=    0 
    405 | (695.0,997.0)=  878 (714.3,994.1)=    0 
    406 | (867.0,449.0)=  878 ( -1.0, -1.0)=   -3 
    407 | (784.0,738.0)=  877 (759.5,749.5)=    0 
    408 | (933.0,209.0)=  877 (933.0,221.8)=    0 
    409 | (389.0, 18.0)=  877 ( -1.0, -1.0)=   -3 
    410 | (691.0,476.0)=  877 ( -1.0, -1.0)=   -3 
    411 | ( 49.0,744.0)=  874 ( -1.0, -1.0)=   -5 
    412 | (215.0,661.0)=  873 ( -1.0, -1.0)=   -5 
    413 | (440.0,666.0)=  872 (444.8,688.9)=    0 
    414 | ( 16.0,446.0)=  871 ( -1.0, -1.0)=   -4 
    415 | (734.0,950.0)=  870 ( -1.0, -1.0)=   -3 
    416 | ( 91.0,360.0)=  870 ( -1.0, -1.0)=   -5 
    417 | (610.0, 32.0)=  869 (608.9, 32.9)=    0 
    418 | (586.0,546.0)=  868 (590.8,546.0)=    0 
    419 | (1006.0,919.0)=  868 ( -1.0, -1.0)=   -5 
    420 | (149.0,627.0)=  867 ( -1.0, -1.0)=   -5 
    421 | (669.0,474.0)=  867 ( -1.0, -1.0)=   -5 
    422 | (203.0,711.0)=  863 ( -1.0, -1.0)=   -5 
    423 | (828.0,876.0)=  863 ( -1.0, -1.0)=   -3 
    424 | (874.0,758.0)=  862 (826.6,771.8)=    0 
    425 | (853.0,796.0)=  862 (859.0,807.2)=    0 
    426 | ( 83.0,337.0)=  861 ( -1.0, -1.0)=   -5 
    427 | (946.0,705.0)=  860 ( -1.0, -1.0)=   -5 
    428 | (581.0,104.0)=  860 ( -1.0, -1.0)=   -3 
    429 | (121.0,502.0)=  858 (171.0,505.4)=    0 
    430 | (948.0,978.0)=  856 ( -1.0, -1.0)=   -5 
    431 | (319.0,141.0)=  856 ( -1.0, -1.0)=   -5 
    432 | (887.0,211.0)=  855 ( -1.0, -1.0)=   -5 
    433 | (626.0,175.0)=  855 (651.1,149.1)=    0 
    434 | (910.0,105.0)=  854 ( -1.0, -1.0)=   -5 
    435 | (267.0,916.0)=  853 ( -1.0, -1.0)=   -5 
    436 | (628.0,466.0)=  851 (641.3,461.9)=    0 
    437 | ( 86.0,420.0)=  850 ( -1.0, -1.0)=   -3 
    438 | (580.0,209.0)=  850 ( -1.0, -1.0)=   -3 
    439 | (832.0, 26.0)=  849 ( -1.0, -1.0)=   -5 
    440 | (644.0,263.0)=  847 ( -1.0, -1.0)=   -5 
    441 | (842.0,312.0)=  845 ( -1.0, -1.0)=   -3 
    442 | (966.0, 59.0)=  844 ( -1.0, -1.0)=   -3 
    443 | (570.0, 19.0)=  843 ( -1.0, -1.0)=   -4 
    444 | (946.0,724.0)=  843 ( -1.0, -1.0)=   -5 
    445 | (951.0,379.0)=  842 (946.7,380.0)=    0 
    446 | (855.0,820.0)=  842 ( -1.0, -1.0)=   -5 
    447 | (115.0,790.0)=  841 ( -1.0, -1.0)=   -5 
    448 | (896.0,724.0)=  841 (875.6,722.0)=    0 
    449 | (897.0,640.0)=  838 (891.7,639.4)=    0 
    450 | (747.0,923.0)=  837 (736.6,931.4)=    0 
    451 | (535.0,676.0)=  836 ( -1.0, -1.0)=   -3 
    452 | (966.0,227.0)=  836 (990.8,217.9)=    0 
    453 | (184.0,272.0)=  836 ( -1.0, -1.0)=   -5 
    454 | (111.0,346.0)=  834 ( -1.0, -1.0)=   -5 
    455 | (392.0,380.0)=  834 (417.4,382.0)=    0 
    456 | (550.0,729.0)=  831 ( -1.0, -1.0)=   -5 
    457 | (955.0,308.0)=  827 ( -1.0, -1.0)=   -5 
    458 | (238.0, 68.0)=  827 ( -1.0, -1.0)=   -3 
    459 | (841.0, 38.0)=  827 ( -1.0, -1.0)=   -4 
    460 | ( 51.0,675.0)=  821 ( 52.0,692.4)=    0 
    461 | (237.0,144.0)=  820 ( -1.0, -1.0)=   -5 
    462 | (186.0,489.0)=  820 ( -1.0, -1.0)=   -5 
    463 | (317.0,317.0)=  819 (320.7,305.8)=    0 
    464 | (948.0, 32.0)=  816 (957.1, 62.3)=    0 
    465 | (127.0,211.0)=  815 ( -1.0, -1.0)=   -5 
    466 | ( 21.0,802.0)=  814 ( -1.0, -1.0)=   -4 
    467 | (923.0,760.0)=  814 ( -1.0, -1.0)=   -4 
    468 | (196.0,560.0)=  814 ( -1.0, -1.0)=   -5 
    469 | (337.0,593.0)=  814 ( -1.0, -1.0)=   -3 
    470 | (654.0,595.0)=  813 (662.4,594.0)=    0 
    471 | (946.0,565.0)=  812 ( -1.0, -1.0)=   -5 
    472 | (653.0, 97.0)=  811 ( -1.0, -1.0)=   -5 
    473 | (627.0,993.0)=  811 ( -1.0, -1.0)=   -4 
    474 | (677.0,120.0)=  811 (661.2,118.3)=    0 
    475 | (217.0,831.0)=  810 ( -1.0, -1.0)=   -5 
    476 | (142.0,459.0)=  810 ( -1.0, -1.0)=   -5 
    477 | (212.0,930.0)=  809 ( -1.0, -1.0)=   -5 
    478 | (658.0,246.0)=  808 ( -1.0, -1.0)=   -5 
    479 | (789.0,223.0)=  807 ( -1.0, -1.0)=   -5 
    480 | (499.0,633.0)=  806 ( -1.0, -1.0)=   -5 
    481 | (718.0,857.0)=  806 ( -1.0, -1.0)=   -5 
    482 | (294.0,964.0)=  805 ( -1.0, -1.0)=   -5 
    483 | (946.0,605.0)=  803 ( -1.0, -1.0)=   -5 
    484 | (931.0,725.0)=  802 ( -1.0, -1.0)=   -5 
    485 | (999.0,334.0)=  799 (1001.1,344.6)=    0 
    486 | (819.0,727.0)=  799 (786.0,746.3)=    0 
    487 | (500.0,638.0)=  799 (498.8,637.1)=    0 
    488 | (738.0,958.0)=  799 (748.5,966.5)=    0 
    489 | (618.0,833.0)=  799 ( -1.0, -1.0)=   -5 
    490 | ( 51.0,377.0)=  798 ( 46.5,377.5)=    0 
    491 | (474.0,342.0)=  797 (453.9,351.1)=    0 
    492 | (134.0,454.0)=  797 ( -1.0, -1.0)=   -5 
    493 | (247.0,642.0)=  796 (247.5,663.6)=    0 
    494 | (396.0,837.0)=  796 ( -1.0, -1.0)=   -5 
    495 | (955.0,731.0)=  795 ( -1.0, -1.0)=   -5 
    496 | (275.0,292.0)=  793 ( -1.0, -1.0)=   -5 
    497 | (647.0,497.0)=  793 (647.0,492.5)=    0 
    498 | (517.0, 80.0)=  792 ( -1.0, -1.0)=   -5 
    499 | (326.0,318.0)=  792 ( -1.0, -1.0)=   -3 
    500 | (434.0,613.0)=  791 (440.5,612.5)=    0 
    501 | (204.0,906.0)=  789 ( -1.0, -1.0)=   -3 
    502 | (144.0,646.0)=  788 ( -1.0, -1.0)=   -5 
    503 | (793.0,731.0)=  788 ( -1.0, -1.0)=   -5 
    504 | (689.0,471.0)=  787 (696.0,455.2)=    0 
    505 | (738.0,944.0)=  787 (720.2,959.8)=    0 
    506 | (560.0,231.0)=  785 ( -1.0, -1.0)=   -3 
    507 | ( 97.0,796.0)=  785 ( -1.0, -1.0)=   -5 
    508 | ( 29.0,642.0)=  785 ( 24.9,642.3)=    0 
    509 | (186.0,290.0)=  784 ( -1.0, -1.0)=   -5 
    510 | (860.0,608.0)=  783 ( -1.0, -1.0)=   -5 
    511 | (207.0,832.0)=  783 ( -1.0, -1.0)=   -5 
    512 | (660.0,211.0)=  780 ( -1.0, -1.0)=   -5 
    513 | (349.0,587.0)=  780 ( -1.0, -1.0)=   -5 
    514 | (609.0,803.0)=  780 ( -1.0, -1.0)=   -5 
    515 | (327.0,748.0)=  780 ( -1.0, -1.0)=   -5 
    516 | (283.0, 69.0)=  779 ( -1.0, -1.0)=   -3 
    517 | ( 38.0,844.0)=  779 ( -1.0, -1.0)=   -5 
    518 | (877.0,389.0)=  778 (868.5,395.0)=    0 
    519 | ( 43.0,423.0)=  778 ( 45.4,434.3)=    0 
    520 | (423.0,588.0)=  778 ( -1.0, -1.0)=   -3 
    521 | (961.0, 57.0)=  777 (957.7, 54.7)=    0 
    522 | (312.0,741.0)=  777 ( -1.0, -1.0)=   -5 
    523 | (941.0,281.0)=  777 (936.0,283.9)=    0 
    524 | (438.0,487.0)=  776 (449.6,492.4)=    0 
    525 | (149.0,247.0)=  775 ( -1.0, -1.0)=   -5 
    526 | (715.0,670.0)=  775 (706.6,676.0)=    0 
    527 | (308.0,926.0)=  774 ( -1.0, -1.0)=   -5 
    528 | (473.0,678.0)=  774 (468.5,683.9)=    0 
    529 | (159.0,621.0)=  773 ( -1.0, -1.0)=   -3 
    530 | (128.0,418.0)=  772 ( -1.0, -1.0)=   -5 
    531 | (209.0,217.0)=  770 ( -1.0, -1.0)=   -5 
    532 | (469.0, 58.0)=  769 (472.5, 64.5)=    0 
    533 | (324.0,309.0)=  769 ( -1.0, -1.0)=   -5 
    534 | (933.0,171.0)=  769 ( -1.0, -1.0)=   -3 
    535 | (371.0,269.0)=  768 ( -1.0, -1.0)=   -5 
    536 | (795.0,220.0)=  767 ( -1.0, -1.0)=   -5 
    537 | (840.0,454.0)=  767 (832.8,456.5)=    0 
    538 | (235.0,287.0)=  767 ( -1.0, -1.0)=   -5 
    539 | (495.0,364.0)=  767 ( -1.0, -1.0)=   -5 
    540 | (607.0,841.0)=  766 ( -1.0, -1.0)=   -5 
    541 | (985.0,262.0)=  766 (981.6,260.9)=    0 
    542 | (997.0,249.0)=  765 ( -1.0, -1.0)=   -4 
    543 | (522.0,668.0)=  763 (495.2,645.4)=    0 
    544 | (663.0, 48.0)=  763 (682.6, 54.4)=    0 
    545 | (114.0,267.0)=  762 ( 98.4,258.9)=    0 
    546 | (144.0,812.0)=  762 ( -1.0, -1.0)=   -5 
    547 | (250.0,127.0)=  761 ( -1.0, -1.0)=   -5 
    548 | ( 18.0,826.0)=  761 ( -1.0, -1.0)=   -5 
    549 | (450.0,535.0)=  760 ( -1.0, -1.0)=   -5 
    550 | (658.0,613.0)=  760 ( -1.0, -1.0)=   -5 
    551 | (801.0,691.0)=  760 ( -1.0, -1.0)=   -3 
    552 | (997.0,944.0)=  757 ( -1.0, -1.0)=   -3 
    553 | (975.0,259.0)=  756 ( -1.0, -1.0)=   -5 
    554 | (114.0,778.0)=  756 ( -1.0, -1.0)=   -5 
    555 | (646.0,334.0)=  756 ( -1.0, -1.0)=   -5 
    556 | (818.0,142.0)=  756 ( -1.0, -1.0)=   -5 
    557 | (843.0,100.0)=  756 (824.0,100.2)=    0 
    558 | (999.0,422.0)=  754 ( -1.0, -1.0)=   -4 
    559 | (440.0,189.0)=  753 ( -1.0, -1.0)=   -3 
    560 | (645.0,235.0)=  751 (655.7,233.8)=    0 
    561 | (385.0,155.0)=  748 ( -1.0, -1.0)=   -5 
    562 | (142.0,624.0)=  747 ( -1.0, -1.0)=   -5 
    563 | (422.0,305.0)=  747 (423.2,283.9)=    0 
    564 | (337.0,553.0)=  746 (375.7,553.6)=    0 
    565 | (966.0,862.0)=  745 ( -1.0, -1.0)=   -5 
    566 | (966.0,237.0)=  745 (969.1,237.2)=    0 
    567 | (975.0,867.0)=  744 ( -1.0, -1.0)=   -5 
    568 | ( 59.0,204.0)=  743 ( -1.0, -1.0)=   -5 
    569 | (314.0,523.0)=  743 ( -1.0, -1.0)=   -5 
    570 | (909.0,739.0)=  742 (914.4,743.5)=    0 
    571 | (841.0,968.0)=  742 (851.1,971.7)=    0 
    572 | (237.0,297.0)=  740 ( -1.0, -1.0)=   -5 
    573 | (685.0,515.0)=  740 (687.1,512.4)=    0 
    574 | (956.0, 54.0)=  740 (953.6, 51.4)=    0 
    575 | (791.0,166.0)=  739 (796.9,166.6)=    0 
    576 | (945.0, 73.0)=  739 ( -1.0, -1.0)=   -3 
    577 | (292.0,624.0)=  739 ( -1.0, -1.0)=   -5 
    578 | (598.0,886.0)=  738 ( -1.0, -1.0)=   -5 
    579 | (643.0,604.0)=  738 ( -1.0, -1.0)=   -5 
    580 | (928.0,762.0)=  737 (933.7,755.5)=    0 
    581 | (704.0,415.0)=  737 ( -1.0, -1.0)=   -5 
    582 | (783.0,388.0)=  736 ( -1.0, -1.0)=   -5 
    583 | (495.0,710.0)=  733 (467.9,691.3)=    0 
    584 | (175.0,269.0)=  732 ( -1.0, -1.0)=   -3 
    585 | (418.0,135.0)=  732 (416.4,165.8)=    0 
    586 | (674.0, 91.0)=  732 ( -1.0, -1.0)=   -5 
    587 | (269.0,502.0)=  731 ( -1.0, -1.0)=   -5 
    588 | (528.0,617.0)=  731 (525.9,616.4)=    0 
    589 | ( 47.0,721.0)=  730 ( 53.3,741.9)=    0 
    590 | (822.0,289.0)=  730 ( -1.0, -1.0)=   -5 
    591 | (817.0,796.0)=  730 (818.1,800.4)=    0 
    592 | (184.0,214.0)=  729 ( -1.0, -1.0)=   -5 
    593 | (292.0,702.0)=  728 ( -1.0, -1.0)=   -5 
    594 | (586.0,103.0)=  728 ( -1.0, -1.0)=   -5 
    595 | (176.0,186.0)=  727 ( -1.0, -1.0)=   -5 
    596 | (565.0,169.0)=  726 ( -1.0, -1.0)=   -3 
    597 | ( 79.0,332.0)=  725 ( -1.0, -1.0)=   -5 
    598 | (317.0,212.0)=  724 (372.4,196.5)=    0 
    599 | (686.0, 84.0)=  723 ( -1.0, -1.0)=   -5 
    600 | ( 38.0,136.0)=  722 ( -1.0, -1.0)=   -3 
    601 | (780.0,971.0)=  722 (779.4,978.2)=    0 
    602 | ( 31.0,714.0)=  722 ( -1.0, -1.0)=   -4 
    603 | ( 30.0,818.0)=  722 ( -1.0, -1.0)=   -4 
    604 | (602.0,569.0)=  721 ( -1.0, -1.0)=   -5 
    605 | (176.0,298.0)=  721 ( -1.0, -1.0)=   -5 
    606 | (671.0, 16.0)=  720 ( -1.0, -1.0)=   -4 
    607 | (514.0,717.0)=  720 ( -1.0, -1.0)=   -5 
    608 | (451.0,200.0)=  719 ( -1.0, -1.0)=   -3 
    609 | (427.0,567.0)=  719 (432.1,574.0)=    0 
    610 | (886.0, 74.0)=  717 ( -1.0, -1.0)=   -5 
    611 | (406.0,215.0)=  717 ( -1.0, -1.0)=   -5 
    612 | (681.0,115.0)=  717 ( -1.0, -1.0)=   -3 
    613 | (985.0,826.0)=  716 ( -1.0, -1.0)=   -5 
    614 | (422.0,391.0)=  716 (417.7,388.8)=    0 
    615 | (131.0,617.0)=  716 (100.5,657.7)=    0 
    616 | (382.0,130.0)=  716 (386.7,108.1)=    0 
    617 | (910.0, 20.0)=  716 ( -1.0, -1.0)=   -5 
    618 | (963.0,724.0)=  715 ( -1.0, -1.0)=   -5 
    619 | (867.0,443.0)=  715 (868.2,431.8)=    0 
    620 | (574.0,105.0)=  714 (578.8,122.2)=    0 
    621 | (674.0,468.0)=  714 ( -1.0, -1.0)=   -3 
    622 | (946.0,580.0)=  713 (935.3,586.6)=    0 
    623 | (167.0,606.0)=  713 ( -1.0, -1.0)=   -5 
    624 | (138.0, 37.0)=  712 ( -1.0, -1.0)=   -3 
    625 | (154.0,622.0)=  712 ( -1.0, -1.0)=   -5 
    626 | (828.0,741.0)=  712 (793.5,750.7)=    0 
    627 | ( 40.0,446.0)=  711 ( -1.0, -1.0)=   -3 
    628 | (375.0,973.0)=  710 ( -1.0, -1.0)=   -3 
    629 | (768.0,916.0)=  709 ( -1.0, -1.0)=   -5 
    630 | (1007.0,732.0)=  707 ( -1.0, -1.0)=   -4 
    631 | (338.0,170.0)=  707 ( -1.0, -1.0)=   -5 
    632 | (160.0,613.0)=  707 ( -1.0, -1.0)=   -3 
    633 | (283.0,988.0)=  706 (238.8,980.8)=    0 
    634 | (153.0,612.0)=  706 ( -1.0, -1.0)=   -5 
    635 | (943.0,686.0)=  706 ( -1.0, -1.0)=   -5 
    636 | (989.0,933.0)=  705 ( -1.0, -1.0)=   -5 
    637 | (295.0,178.0)=  705 (292.9,178.9)=    0 
    638 | (181.0,129.0)=  705 ( -1.0, -1.0)=   -4 
    639 | (857.0,269.0)=  704 ( -1.0, -1.0)=   -3 
    640 | (567.0,423.0)=  703 ( -1.0, -1.0)=   -5 
    641 | (245.0,250.0)=  703 ( -1.0, -1.0)=   -5 
    642 | (140.0,319.0)=  703 ( -1.0, -1.0)=   -5 
    643 | ( 50.0,786.0)=  703 ( -1.0, -1.0)=   -5 
    644 | (1007.0,359.0)=  702 (996.4,340.5)=    0 
    645 | (512.0,636.0)=  702 ( -1.0, -1.0)=   -5 
    646 | (715.0,946.0)=  701 ( -1.0, -1.0)=   -5 
    647 | (214.0, 77.0)=  700 (224.0, 81.7)=    0 
    648 | ( 64.0,785.0)=  700 ( -1.0, -1.0)=   -5 
    649 | (823.0,807.0)=  700 ( -1.0, -1.0)=   -5 
    650 | (461.0,343.0)=  699 (456.0,350.3)=    0 
    651 | (131.0,832.0)=  698 ( -1.0, -1.0)=   -5 
    652 | (485.0,361.0)=  698 ( -1.0, -1.0)=   -5 
    653 | (589.0,272.0)=  698 ( -1.0, -1.0)=   -5 
    654 | (318.0,659.0)=  697 ( -1.0, -1.0)=   -5 
    655 | (940.0,267.0)=  696 (939.7,268.3)=    0 
    656 | (175.0, 83.0)=  696 (171.8, 80.5)=    0 
    657 | ( 80.0,224.0)=  696 ( -1.0, -1.0)=   -5 
    658 | (935.0,641.0)=  695 (932.0,659.2)=    0 
    659 | (793.0,971.0)=  695 (780.9,977.9)=    0 
    660 | (303.0,389.0)=  695 (309.4,384.6)=    0 
    661 | (369.0,123.0)=  695 (369.3,120.9)=    0 
    662 | (319.0,354.0)=  694 ( -1.0, -1.0)=   -5 
    663 | (688.0,992.0)=  693 (694.1,991.0)=    0 
    664 | (659.0, 81.0)=  693 (638.7, 70.4)=    0 
    665 | (772.0,259.0)=  692 (769.2,260.1)=    0 
    666 | (522.0,630.0)=  691 ( -1.0, -1.0)=   -5 
    667 | (218.0, 72.0)=  691 (218.2, 70.1)=    0 
    668 | (119.0,598.0)=  691 (101.9,572.2)=    0 
    669 | (703.0,424.0)=  690 ( -1.0, -1.0)=   -5 
    670 | (833.0,896.0)=  690 ( -1.0, -1.0)=   -3 
    671 | (957.0,463.0)=  690 ( -1.0, -1.0)=   -3 
    672 | (263.0,367.0)=  689 ( -1.0, -1.0)=   -5 
    673 | (564.0,206.0)=  688 ( -1.0, -1.0)=   -5 
    674 | (384.0,652.0)=  688 ( -1.0, -1.0)=   -3 
    675 | (950.0,732.0)=  687 ( -1.0, -1.0)=   -3 
    676 | (105.0,456.0)=  687 ( 96.6,462.3)=    0 
    677 | ( 91.0, 68.0)=  687 ( -1.0, -1.0)=   -3 
    678 | (132.0,503.0)=  687 ( -1.0, -1.0)=   -5 
    679 | (251.0,649.0)=  687 ( -1.0, -1.0)=   -3 
    680 | (698.0,152.0)=  686 ( -1.0, -1.0)=   -3 
    681 | (354.0,266.0)=  685 ( -1.0, -1.0)=   -5 
    682 | (741.0,511.0)=  685 (737.1,511.4)=    0 
    683 | ( 16.0,821.0)=  684 ( -1.0, -1.0)=   -4 
    684 | (911.0,320.0)=  683 (900.5,327.5)=    0 
    685 | (546.0,477.0)=  683 (523.7,472.6)=    0 
    686 | (143.0, 35.0)=  682 (138.0, 39.8)=    0 
    687 | ( 36.0,571.0)=  682 ( 22.7,571.9)=    0 
    688 | (364.0,283.0)=  681 ( -1.0, -1.0)=   -3 
    689 | ( 85.0,231.0)=  681 ( 92.8,234.7)=    0 
    690 | (431.0,427.0)=  680 ( -1.0, -1.0)=   -3 
    691 | (112.0,570.0)=  679 (103.1,574.5)=    0 
    692 | (764.0,891.0)=  677 ( -1.0, -1.0)=   -5 
    693 | (283.0,537.0)=  677 ( -1.0, -1.0)=   -3 
    694 | (992.0,568.0)=  677 (983.7,569.2)=    0 
    695 | (752.0,580.0)=  677 ( -1.0, -1.0)=   -5 
    696 | (125.0,762.0)=  675 (143.2,768.5)=    0 
    697 | (918.0,554.0)=  674 ( -1.0, -1.0)=   -5 
    698 | (723.0,861.0)=  674 ( -1.0, -1.0)=   -5 
    699 | (734.0,157.0)=  673 ( -1.0, -1.0)=   -5 
    700 | (269.0,512.0)=  672 ( -1.0, -1.0)=   -5 
    701 | (107.0,794.0)=  672 ( -1.0, -1.0)=   -5 
    702 | (629.0,428.0)=  671 ( -1.0, -1.0)=   -5 
    703 | (636.0,451.0)=  670 ( -1.0, -1.0)=   -3 
    704 | (674.0,250.0)=  670 ( -1.0, -1.0)=   -5 
    705 | (700.0, 37.0)=  670 (719.7, 56.4)=    0 
    706 | (920.0,516.0)=  670 ( -1.0, -1.0)=   -5 
    707 | (772.0,955.0)=  670 ( -1.0, -1.0)=   -3 
    708 | (185.0,461.0)=  670 ( -1.0, -1.0)=   -5 
    709 | (425.0,515.0)=  669 (418.2,522.4)=    0 
    710 | (748.0,898.0)=  668 ( -1.0, -1.0)=   -5 
    711 | (304.0,234.0)=  668 (306.0,242.1)=    0 
    712 | (958.0,292.0)=  668 (954.3,291.4)=    0 
    713 | (557.0,976.0)=  667 (538.2,969.9)=    0 
    714 | (794.0,690.0)=  666 ( -1.0, -1.0)=   -5 
    715 | (1003.0,911.0)=  666 (987.1,925.2)=    0 
    716 | (253.0,644.0)=  665 ( -1.0, -1.0)=   -5 
    717 | (177.0,436.0)=  664 ( -1.0, -1.0)=   -5 
    718 | (783.0,725.0)=  664 (800.8,730.9)=    0 
    719 | (107.0,451.0)=  663 ( -1.0, -1.0)=   -3 
    720 | (549.0,836.0)=  663 ( -1.0, -1.0)=   -5 
    721 | (777.0,893.0)=  662 ( -1.0, -1.0)=   -5 
    722 | (964.0,599.0)=  662 ( -1.0, -1.0)=   -3 
    723 | (825.0,239.0)=  662 ( -1.0, -1.0)=   -5 
    724 | (515.0,450.0)=  661 ( -1.0, -1.0)=   -5 
    725 | (435.0,104.0)=  661 (431.4,102.2)=    0 
    726 | (406.0,129.0)=  660 (406.5,140.5)=    0 
    727 | (759.0,592.0)=  659 ( -1.0, -1.0)=   -3 
    728 | (786.0,446.0)=  659 ( -1.0, -1.0)=   -3 
    729 | (935.0,794.0)=  659 ( -1.0, -1.0)=   -5 
    730 | (216.0,163.0)=  659 ( -1.0, -1.0)=   -5 
    731 | (836.0,294.0)=  659 ( -1.0, -1.0)=   -3 
    732 | (770.0,940.0)=  658 (746.2,893.7)=    0 
    733 | ( 89.0,753.0)=  658 ( -1.0, -1.0)=   -5 
    734 | (404.0,238.0)=  658 (402.6,227.4)=    0 
    735 | (536.0,630.0)=  657 ( -1.0, -1.0)=   -3 
    736 | ( 25.0,724.0)=  657 ( -1.0, -1.0)=   -5 
    737 | (862.0,447.0)=  657 (867.5,438.2)=    0 
    738 | (749.0,960.0)=  657 (737.6,958.0)=    0 
    739 | (717.0,358.0)=  656 ( -1.0, -1.0)=   -3 
    740 | (978.0,239.0)=  656 (981.5,243.1)=    0 
    741 | (530.0,655.0)=  656 ( -1.0, -1.0)=   -3 
    742 | (881.0,645.0)=  655 ( -1.0, -1.0)=   -3 
    743 | (928.0,168.0)=  655 ( -1.0, -1.0)=   -5 
    744 | (897.0,555.0)=  655 ( -1.0, -1.0)=   -5 
    745 | (297.0,171.0)=  655 ( -1.0, -1.0)=   -3 
    746 | ( 73.0,827.0)=  654 ( -1.0, -1.0)=   -5 
    747 | (745.0, 53.0)=  654 (741.3, 52.4)=    0 
    748 | (746.0,258.0)=  654 ( -1.0, -1.0)=   -3 
    749 | (143.0,324.0)=  653 ( -1.0, -1.0)=   -5 
    750 | (437.0,492.0)=  653 (431.1,516.0)=    0 
    751 | (507.0,787.0)=  653 ( -1.0, -1.0)=   -3 
    752 | (743.0,609.0)=  653 (750.3,618.4)=    0 
    753 | (948.0,919.0)=  652 (941.7,915.7)=    0 
    754 | (866.0,316.0)=  652 ( -1.0, -1.0)=   -5 
    755 | (364.0,758.0)=  652 ( -1.0, -1.0)=   -5 
    756 | (101.0,477.0)=  652 ( -1.0, -1.0)=   -5 
    757 | (106.0,208.0)=  651 ( -1.0, -1.0)=   -5 
    758 | (768.0,270.0)=  650 ( -1.0, -1.0)=   -5 
    759 | (118.0,354.0)=  650 ( -1.0, -1.0)=   -5 
    760 | (905.0,676.0)=  650 ( -1.0, -1.0)=   -5 
    761 | (637.0,567.0)=  650 ( -1.0, -1.0)=   -5 
    762 | (588.0, 25.0)=  650 (585.6, 20.7)=    0 
    763 | (209.0,212.0)=  649 ( -1.0, -1.0)=   -5 
    764 | (752.0,808.0)=  649 ( -1.0, -1.0)=   -5 
    765 | (826.0,304.0)=  649 ( -1.0, -1.0)=   -5 
    766 | (974.0,220.0)=  648 (974.2,233.7)=    0 
    767 | (582.0,402.0)=  648 (556.5,442.2)=    0 
    768 | (994.0,216.0)=  648 (991.9,219.3)=    0 
    769 | (103.0,409.0)=  647 (102.2,405.8)=    0 
    770 | (905.0,1006.0)=  646 ( -1.0, -1.0)=   -4 
    771 | (283.0,238.0)=  645 ( -1.0, -1.0)=   -3 
    772 | (687.0,432.0)=  645 ( -1.0, -1.0)=   -5 
    773 | (375.0,463.0)=  644 ( -1.0, -1.0)=   -5 
    774 | (1003.0,202.0)=  644 ( -1.0, -1.0)=   -4 
    775 | (760.0,941.0)=  644 (778.8,926.1)=    0 
    776 | (118.0,592.0)=  643 (165.6,610.0)=    0 
    777 | (516.0,630.0)=  643 ( -1.0, -1.0)=   -3 
    778 | (849.0,469.0)=  643 (839.8,469.7)=    0 
